customer_id,contact_number
377AA,5350763155
378AA,7405815693
379AA,9374188227
380AA,9593142084
381AA,9483166134
382AA,9312847292
383AA,1289473869
384AA,1710367973
385AA,3519704764
386AA,4439574902
387AA,1003591163
388AA,4612057854
389AA,7246107154
390AA,9820098955
391AA,3568638205
392AA,7221631795
393AA,3274642448
394AA,2398040116
395AA,4580825051
396AA,3203091624
397AA,9572094284
398AA,3395598070
399AA,8858399041
400AA,3513952721
401AA,4186411166
402AA,8942845478
403AA,2958367604
404AA,2615008636
405AA,2618229216
406AA,4711162167
407AA,9952415835
408AA,9978497925
409AA,5391329531
410AA,7805285991
411AA,7227832622
412AA,2668624053
413AA,4481895951
414AA,6739642246
415AA,8100829277
416AA,3302886220
417AA,5546066463
418AA,5205347898
419AA,3785883806
420AA,2181643577
421AA,2040989479
422AA,8452824484
423AA,2293203328
424AA,4779673585
425AA,7699244043
426AA,1624135843
427AA,6133241233
428AA,8278216725
429AA,9624062486
430AA,4155511219
431AA,6778733845
432AA,2643722595
433AA,6336012774
434AA,1258734476
435AA,6319255592
436AA,1780534630
437AA,3943822778
438AA,1903969472
439AA,7589745301
440AA,9202064860
441AA,4059467061
442AA,3857032075
443AA,8821225080
444AA,3911555581
445AA,1824390101
446AA,7029598749
447AA,7848383063
448AA,9661910190
449AA,5836371527
450AA,8780181286
451AA,2582813217
452AA,4367117899
453AA,9565481546
454AA,3343110730
455AA,5089882004
456AA,8616846785
457AA,5578786783
458AA,6420831943
459AA,7867481704
460AA,1307570550
461AA,5915688063
462AA,2448239905
463AA,1188246496
464AA,3269533144
465AA,5621515615
466AA,3575826111
467AA,2324810645
468AA,5120937415
469AA,5807380944
470AA,2342800477
471AA,3365893440
472AA,5987095092
473AA,9521473792
474AA,7653738479
475AA,4645557609
476AA,3918499053
477AA,7569171180
478AA,5362662586
479AA,1812101451
480AA,9619565351
481AA,2501607281
482AA,4690557651
483AA,8715334605
484AA,4560603512
485AA,4085299104
486AA,4378361652
487AA,9142894636
488AA,8837666600
489AA,5538407380
490AA,5020937244
491AA,5402127576
492AA,9821355903
493AA,6389473305
494AA,5352215231
495AA,4875163175
496AA,8779612261
497AA,1835719558
498AA,1677543085
499AA,7648908790
500AA,3995722554
501AA,7020819471
502AA,7640646129
503AA,4510318885
504AA,9570429838
505AA,1216795859
506AA,1083132373
507AA,1775060409
508AA,8483691335
509AA,3957181948
510AA,9133303873
511AA,1235500280
512AA,3623194243
513AA,4524691863
514AA,1080532060
515AA,9302812195
516AA,4631493814
517AA,4861442039
518AA,1375509750
519AA,8250814566
520AA,4900359962
521AA,3215693188
522AA,7115528772
523AA,6463399015
524AA,9131424402
525AA,8860943399
526AA,8150338255
527AA,9026076801
528AA,4267641641
529AA,1691599442
530AA,5140082387
531AA,4333734717
532AA,9231181938
533AA,1211066402
534AA,1347096025
535AA,6322741987
536AA,8064240630
537AA,7759514557
538AA,2017861920
539AA,7195087114
540AA,3157424269
541AA,2014728080
542AA,3340761460
543AA,7239228929
544AA,3402807955
545AA,2386109640
546AA,7287651400
547AA,6312779718
548AA,5239786078
549AA,2629933314
550AA,4504421697
551AA,5680705190
552AA,8973210929
553AA,6671786269
554AA,1841042511
555AA,7825663550
556AA,1052628060
557AA,1859438198
558AA,6616001410
559AA,3631809096
560AA,1305109882
561AA,9430274136
562AA,9357464621
563AA,7182668459
564AA,9879387754
565AA,9279155286
566AA,1459659242
567AA,5723705070
568AA,4188423245
569AA,3574218145
570AA,5452331184
571AA,3749513681
572AA,2636612351
573AA,6925651590
574AA,3236197789
575AA,2001683037
576AA,2955104427
577AA,4878933803
578AA,6930281149
579AA,7193318484
580AA,3856768933
581AA,6743616771
582AA,9724707135
583AA,3846892788
584AA,2412811749
585AA,3438006476
586AA,3082607984
587AA,5414669018
588AA,5618588369
589AA,1008043871
590AA,1985684508
591AA,5108658053
592AA,6630598891
593AA,6130530159
594AA,6278944969
595AA,5701045640
596AA,1467985634
597AA,8658545353
598AA,9896764734
599AA,3419254287
600AA,1040278276
601AA,1965550692
602AA,6742206424
603AA,8269888503
604AA,4868796868
605AA,5717088608
606AA,4008623959
607AA,8388368754
608AA,5824528466
609AA,1594184689
610AA,1236362185
611AA,9366673542
612AA,9447754397
613AA,1454062810
614AA,1097254317
615AA,2687486221
616AA,1216411853
617AA,6419052514
618AA,6827298012
619AA,2663838614
620AA,2855388673
621AA,7024455143
622AA,4974783058
623AA,2014451778
624AA,1010379514
625AA,5575052849
626AA,1002796757
627AA,3834794881
628AA,4970594753
629AA,5879132381
630AA,9001379518
631AA,7799909561
632AA,6792380431
633AA,9947002013
634AA,4580914838
635AA,8894918368
636AA,2166622144
637AA,4074750126
638AA,5449123270
639AA,9066019150
640AA,2188285280
641AA,2433902923
642AA,3322048962
643AA,2432762021
644AA,5688136741
645AA,4922759034
646AA,8621901900
647AA,8116475904
648AA,3181428707
649AA,2423862306
650AA,1579164195
651AA,4546162309
652AA,1116593846
653AA,6217188736
654AA,7796533549
655AA,5884771355
656AA,9928393511
657AA,4124240183
658AA,3724547862
659AA,6801274083
660AA,1293542346
661AA,7564689202
662AA,5508239333
663AA,9059283988
664AA,4036553989
665AA,6878451355
666AA,7117932515
667AA,8197754479
668AA,1538411369
669AA,1863815553
670AA,3020577823
671AA,5547652637
672AA,4765453220
673AA,9362597024
674AA,7578774897
675AA,8724558620
676AA,2108903976
677AA,2619784250
678AA,5938558159
679AA,1076264440
680AA,6430954737
682AA,4043484608
683AA,6898916527
684AA,8354626295
685AA,5608691959
686AA,6230875943
687AA,1450277800
688AA,8856409302
689AA,9738035543
690AA,9367230700
691AA,4278852757
692AA,2824839773
693AA,7006019177
694AA,1881319859
695AA,8417196684
696AA,2596227821
697AA,3186884051
698AA,7691781904
699AA,3304061812
700AA,3478360427
701AA,3917409953
702AA,8636353129
703AA,2699222058
704AA,5761354261
705AA,8232210413
706AA,7579171624
707AA,8395878125
708AA,1793485574
709AA,5828274627
710AA,6217847032
711AA,7234680406
712AA,4968767056
713AA,8267027921
714AA,1302840687
715AA,6260667190
716AA,4685628463
717AA,1573959519
718AA,2299928534
719AA,2756095627
720AA,9972004114
721AA,6391507711
722AA,2194613078
723AA,9317087710
724AA,7844574905
725AA,1000564398
726AA,6175465597
727AA,1242882241
728AA,2598909657
729AA,6719944255
730AA,3298056828
731AA,2275482204
732AA,2276647752
733AA,6525476639
734AA,1696298235
735AA,3530789231
736AA,3800195318
737AA,3528460857
738AA,7191133244
739AA,9156121669
740AA,8639386650
741AA,8515309148
742AA,4028817074
743AA,5723838485
744AA,3920571007
745AA,7493691021
746AA,2427370499
747AA,1813223369
748AA,2698086077
749AA,7377680473
750AA,3284097943
751AA,4518013501
752AA,1231419006
753AA,3254296254
754AA,7148056143
755AA,9274107737
756AA,1270522890
757AA,5621715282
758AA,6203442471
759AA,5656251529
760AA,4504153051
761AA,1624512172
762AA,1406694806
763AA,9944791466
764AA,8012847357
765AA,8008239374
766AA,7293831947
767AA,3721443816
768AA,1143478510
769AA,7041416110
770AA,4218898244
771AA,8595570490
772AA,5884518159
773AA,9925292007
774AA,4128124067
775AA,3132288404
776AA,8623655857
777AA,4564212719
778AA,6696371152
779AA,4645772228
780AA,6023463981
781AA,3409652842
782AA,2624658605
783AA,6562057025
784AA,3240853089
785AA,9841306275
786AA,1566639067
787AA,4000585622
788AA,2331322537
789AA,3827231658
790AA,5107560833
791AA,6948756562
792AA,2591925710
793AA,8486190406
794AA,3209769036
795AA,1128239978
796AA,2163972526
797AA,2331200196
798AA,3769741936
799AA,4706534662
800AA,9856487804
801AA,4296009125
802AA,6520388820
803AA,8727886366
804AA,3837277698
805AA,2063854403
806AA,8066783853
807AA,9410778010
808AA,1216335107
809AA,5790607964
810AA,8868637292
811AA,7202073822
812AA,2128229848
813AA,7171659811
814AA,2284920096
815AA,7388739022
816AA,6933801590
817AA,1423342207
818AA,9942389898
819AA,8961986562
820AA,4056426020
821AA,6262774765
822AA,9149442268
823AA,2875287242
824AA,7715205903
825AA,4398240495
826AA,2679329855
827AA,1404125071
828AA,9201372489
829AA,4227971676
830AA,7139230797
831AA,5518336611
832AA,8071742173
833AA,4931941699
834AA,4799727042
835AA,5043456098
836AA,4250350929
837AA,1993668516
838AA,4835275649
839AA,7987362648
840AA,9460307674
841AA,2368805778
842AA,9153252399
843AA,7350668127
844AA,5645301674
845AA,9519040196
846AA,1640967990
847AA,8846240239
848AA,3708210859
849AA,1857523100
850AA,8444686995
851AA,1707633710
852AA,8931245031
853AA,6287320298
854AA,5927774653
855AA,5314510687
856AA,3820818510
857AA,4503837095
858AA,6552317280
859AA,6749130376
860AA,7934394595
861AA,9704849018
862AA,9139217350
863AA,6721815785
864AA,6261599102
865AA,5386209372
866AA,2666753189
867AA,8450403740
868AA,2718657523
869AA,5340569583
870AA,7839748779
871AA,1854982425
872AA,8206315573
873AA,5342645289
874AA,6500769399
875AA,5782722736
876AA,3149106804
877AA,2604019824
878AA,1520696000
879AA,7501218300
880AA,7425109156
881AA,7122305553
882AA,5861671866
883AA,6766893947
884AA,4542933791
885AA,2066013184
886AA,4732336355
887AA,4116763335
888AA,2541629434
889AA,6165755707
890AA,3842173418
891AA,1169685644
892AA,2233158914
893AA,8664664913
894AA,4813033282
895AA,5770672806
896AA,6223226432
897AA,7212281352
898AA,8071507990
899AA,3133078014
900AA,8669649324
901AA,6654657712
902AA,6307378632
903AA,8945232506
904AA,8475404208
905AA,3286030833
906AA,8779715793
907AA,4449860937
908AA,5801349981
909AA,9679775006
910AA,4736420610
911AA,9449415980
912AA,8402184110
913AA,4517390621
914AA,7448909424
915AA,4217451020
916AA,5969939248
917AA,3118887573
918AA,6495049395
919AA,2151806314
920AA,1601004223
921AA,6590891054
922AA,3841857007
923AA,4845597881
924AA,7117626614
925AA,5408704299
926AA,7259648864
927AA,9741807303
928AA,3240337713
929AA,3531018641
930AA,1892259061
931AA,6903320048
932AA,4405370592
933AA,2857066472
934AA,3302487998
935AA,7914749659
936AA,3795074928
937AA,9310089856
938AA,5787709729
939AA,9078737561
940AA,4449478233
941AA,9697258071
942AA,7224420820
943AA,6402576426
944AA,7490265454
945AA,9426019612
946AA,8619605294
947AA,4973032940
948AA,2513808993
949AA,9819224765
950AA,5651596483
951AA,4828826448
952AA,2462162710
953AA,6187921500
954AA,9876572327
955AA,8802299292
956AA,5367734659
957AA,7564629500
958AA,1105971153
959AA,5198723042
960AA,9873299539
961AA,9906365879
962AA,4062401958
963AA,1170599064
964AA,7939396071
965AA,1032478419
966AA,4607232123
967AA,3882499911
968AA,4250183215
969AA,9031913593
970AA,1029783259
971AA,9674715855
972AA,3687963101
973AA,4204941590
974AA,9084265146
975AA,3207754495
976AA,4854781454
977AA,5456675823
978AA,6572146581
979AA,4143997336
980AA,9564776336
981AA,4697611986
982AA,4246669348
983AA,1313265514
984AA,7381837574
985AA,9406734583
986AA,2921885879
987AA,9843987561
988AA,1610792773
989AA,5773882719
990AA,5361718237
991AA,3493943803
992AA,4575627566
993AA,7487286761
994AA,3632408119
995AA,9933866059
996AA,3706966459
997AA,7868711236
998AA,9384205239
999AA,7758228268
000BA,6974530262
001BA,4275720317
002BA,3962078589
003BA,6207273796
004BA,4729003644
005BA,6120061319
006BA,5124425229
007BA,4179852170
008BA,3704371687
009BA,3034734336
010BA,5217834973
011BA,4750071530
012BA,2300226842
013BA,5398733379
014BA,8761807626
015BA,8559823798
016BA,8054072765
017BA,1131351453
018BA,3052992205
019BA,2251009545
020BA,5396156021
021BA,2506817771
022BA,1778685659
023BA,7635156073
024BA,4069088137
025BA,3494019932
026BA,7751474645
027BA,4478756117
028BA,1251371421
029BA,2510573794
030BA,3115889878
031BA,7305798046
032BA,6527466033
033BA,4525754271
034BA,3538367963
035BA,3217066611
036BA,3902274776
037BA,5955530779
038BA,8131685221
039BA,1538883718
040BA,7841346162
041BA,8061270482
042BA,2443042077
043BA,5134227146
044BA,7766069886
045BA,1848360236
046BA,9338552735
047BA,5038617080
048BA,4262217292
049BA,9371501726
050BA,6304623793
051BA,3141683666
052BA,8459370289
053BA,4724353423
054BA,4797577346
055BA,8498154159
056BA,4878239630
057BA,4370232872
058BA,9590395135
059BA,8712891584
060BA,8061262399
061BA,8550232897
062BA,8743196898
063BA,6234212241
064BA,8054575503
065BA,2737253173
066BA,2660705112
067BA,2193707440
068BA,3759994598
069BA,5166987172
070BA,5320443170
071BA,2753901490
072BA,9183895180
073BA,7568152088
074BA,5622059020
075BA,5070347686
076BA,4789167084
077BA,6733412546
078BA,8164699098
079BA,9044070750
080BA,8222315237
081BA,3374623042
082BA,4567787295
083BA,2832998133
084BA,3748068205
085BA,5224151839
086BA,8415240550
087BA,2880825093
088BA,6339196185
089BA,8945788358
090BA,5583979443
091BA,2664719842
092BA,8243150118
093BA,7912078675
094BA,3646777878
095BA,1681866808
096BA,4166277280
097BA,5606230087
098BA,4738167064
099BA,8798527364
100BA,1374933278
101BA,4098178053
102BA,7948539873
103BA,7121469664
104BA,3685386930
105BA,8587586896
106BA,4737537641
107BA,4709214250
108BA,8968823474
109BA,1395644439
110BA,1256342977
111BA,5172813982
112BA,6008888216
113BA,2660931724
114BA,8619956253
115BA,5880855823
116BA,4663554573
117BA,6569569402
118BA,8247987389
119BA,8178268529
120BA,6054619540
121BA,5436013943
122BA,6770879281
123BA,8865332935
124BA,8540481514
125BA,6020364245
126BA,7048457946
127BA,1848051224
128BA,1384133926
129BA,9854645686
130BA,4153759984
131BA,9314133949
132BA,3360000767
133BA,5453145592
134BA,7684597796
135BA,8798495155
136BA,2728625678
137BA,3783461060
138BA,1937591497
139BA,6443782510
140BA,6631814751
141BA,8657003643
142BA,5825956387
143BA,5454412314
144BA,3002899847
145BA,4593676684
146BA,6531510066
147BA,8504398058
148BA,6086561919
149BA,6260020421
150BA,6130727336
151BA,9118220008
152BA,4267089846
153BA,1009265370
154BA,6595980631
155BA,5296956634
156BA,2300963238
157BA,2140264628
158BA,2233356287
159BA,8719339154
160BA,9999989080
161BA,1938494047
162BA,2238474298
163BA,4455011404
164BA,8462586744
165BA,2413407531
166BA,1505678032
167BA,1569029083
168BA,7808426726
169BA,1543373482
170BA,2386467191
171BA,1687229951
172BA,4146554313
173BA,8580048743
174BA,8894863629
175BA,8892138350
176BA,2000862453
177BA,2896757925
178BA,5124398082
179BA,6265480739
180BA,5094340008
181BA,6304543468
182BA,4337432710
183BA,9652780719
184BA,2436280205
185BA,1562631852
186BA,5693959066
187BA,9390944290
188BA,9619865277
189BA,5092011200
190BA,6297193470
191BA,3867245671
192BA,5602111891
193BA,2447234315
194BA,7730923340
195BA,8586214265
196BA,2563122293
197BA,5742178898
198BA,9383518008
199BA,7447886189
200BA,5669330269
201BA,6669314208
202BA,1262950294
203BA,4523929949
204BA,5529980307
205BA,6579276360
206BA,9789128623
207BA,1237425412
208BA,5816958931
209BA,7418626197
210BA,7169720261
211BA,8921642074
212BA,5250056540
213BA,5499457196
214BA,8226314836
215BA,7772194295
216BA,2710617645
217BA,9827750256
218BA,8068875424
219BA,8874176147
220BA,6578707050
221BA,6236360411
222BA,1963661979
223BA,4485511918
224BA,5155995350
225BA,1693208813
226BA,1817768900
227BA,1670777677
228BA,7606162562
229BA,8863367963
230BA,2794318577
231BA,2241760382
232BA,1734605913
233BA,9900456787
234BA,2820124954
235BA,9761663741
236BA,3174778179
237BA,2024590911
238BA,4585519725
239BA,1982106345
240BA,6586354779
241BA,1382809503
242BA,9752933010
243BA,2544510558
244BA,5268305042
245BA,4842509312
246BA,2521014853
247BA,4082439864
248BA,5055664243
249BA,7968329919
250BA,5237709608
251BA,3395417052
252BA,5529756611
253BA,1642105612
254BA,3050919256
255BA,9371235571
256BA,3656975354
257BA,6855967828
258BA,8564227124
259BA,2711746896
260BA,3731229185
261BA,7551464055
262BA,9451031463
263BA,9880436627
264BA,1256309417
265BA,8112441746
266BA,8155173252
267BA,6321050566
268BA,4428350143
269BA,8292716143
270BA,7437453187
271BA,3713835218
272BA,3034672611
273BA,6014107088
274BA,6701868686
275BA,9096152739
276BA,5591561248
277BA,1070922822
278BA,8441057496
279BA,8227875992
280BA,3164486486
281BA,9046675632
282BA,4280618488
283BA,4509533982
284BA,2738150433
285BA,5074535233
286BA,1030750135
287BA,2879858879
288BA,3972713433
289BA,1790293610
290BA,4959949287
291BA,3419113111
292BA,5130143086
293BA,3541480958
294BA,8474084577
295BA,1951813163
296BA,3107454980
297BA,2116587013
298BA,4202861870
299BA,4881333095
300BA,9389481648
301BA,8324573665
302BA,8662492653
303BA,3850362295
304BA,2569468051
305BA,1114761851
306BA,1321295144
307BA,7867193933
308BA,9938705674
309BA,6628044852
310BA,6823274021
311BA,3172226646
312BA,2691300526
313BA,1166210689
314BA,8526812096
315BA,8013621081
316BA,6574408128
317BA,6641283455
318BA,2375253756
319BA,3215341317
320BA,9008249733
321BA,1834787446
322BA,5682672833
323BA,9010590631
324BA,9778833136
325BA,5989892465
326BA,1493961173
327BA,8199095796
328BA,8102752279
329BA,5881324773
330BA,7687424021
331BA,6905233239
332BA,2742032827
333BA,8010556553
334BA,9193764597
335BA,8889936301
336BA,3390662156
337BA,9812865751
338BA,4559306814
339BA,3924316269
340BA,4395965497
341BA,8040211198
342BA,8742163424
343BA,3475241052
344BA,2050675110
345BA,5655868994
346BA,6428651289
347BA,2338324377
348BA,7662149390
349BA,1240837635
350BA,1898788239
351BA,3918627347
352BA,3874697252
353BA,8965581180
354BA,9745467285
355BA,9331951359
356BA,1413710021
357BA,9409718277
358BA,1526097806
359BA,1758898127
360BA,9407790159
361BA,5547873345
362BA,7895125456
363BA,8317230530
364BA,4292659778
365BA,4443460226
366BA,1097006495
367BA,5360188748
368BA,2349161964
369BA,2343480921
370BA,9237607789
371BA,3387297846
372BA,6562514042
373BA,8392146960
374BA,7514218059
375BA,1688969495
376BA,7162963426
377BA,1910322504
378BA,8944607439
379BA,6363148860
380BA,4286882529
381BA,8110669361
382BA,2391121524
383BA,8222073558
384BA,1055093215
385BA,7694718567
386BA,9786659089
387BA,7103539419
388BA,5009899427
389BA,2947779485
390BA,8682281525
391BA,8287672311
392BA,3283849465
393BA,7129292377
394BA,1924777758
395BA,5556255865
396BA,3244574119
397BA,8941878763
398BA,7749622126
399BA,8493252975
400BA,7147153208
401BA,8328320676
402BA,4396896680
403BA,2035031086
404BA,3577989099
405BA,1275505553
406BA,4288087337
407BA,7566537892
408BA,6597330672
409BA,7230785131
410BA,2912069327
411BA,1477880939
412BA,8305827586
413BA,2922598506
414BA,4802276365
415BA,3434713508
416BA,2060222016
417BA,5235449131
418BA,4393450389
419BA,8714376855
420BA,1671212285
421BA,2547193156
422BA,7936940176
423BA,1079068954
424BA,9326922209
425BA,1586011975
426BA,9950895568
427BA,4536083161
428BA,7610253452
429BA,6848808396
430BA,9558682041
431BA,5250710931
432BA,2649796996
433BA,5556884869
434BA,6240405536
435BA,7423536552
436BA,5695218947
437BA,6115939151
438BA,1068478962
439BA,6187251877
440BA,3970157662
441BA,8259383414
442BA,1854977685
443BA,5835744015
444BA,1239564269
445BA,9922884940
446BA,7937870156
447BA,7392352157
448BA,2077488332
449BA,6541983202
450BA,2850381134
451BA,4513334723
452BA,8739642025
453BA,9640490162
454BA,3082860209
455BA,4288521710
456BA,2694977594
457BA,4929447813
458BA,2348327529
459BA,2082446563
460BA,6203730399
461BA,8299141780
462BA,4048374772
463BA,1268417948
464BA,3174342946
465BA,1025609995
466BA,7252814317
467BA,9970170377
468BA,4403547801
469BA,8407911844
470BA,6818607855
471BA,5154007607
472BA,7494747356
473BA,6868647669
474BA,2394722995
475BA,1571788153
476BA,8119771484
477BA,2520141917
478BA,7433816884
479BA,1657391571
480BA,9491441273
481BA,9904094888
482BA,1969768122
483BA,4500233290
484BA,8469423014
485BA,5432386976
486BA,6154693760
487BA,7354428124
488BA,6936500380
489BA,1444031264
490BA,4531792582
491BA,9217996577
492BA,7778144135
493BA,2061167951
494BA,5135918718
495BA,1471498809
496BA,8030816336
497BA,9188355637
498BA,1450999399
499BA,8278883411
500BA,7329687635
501BA,9095482998
502BA,4912760135
503BA,2723370588
504BA,9084155362
505BA,6284519170
506BA,2299788232
507BA,1703959221
508BA,9135563213
509BA,2971875454
510BA,8266906394
511BA,4895676678
512BA,7818053604
513BA,7796729483
514BA,9198642592
515BA,8381201301
516BA,7272152512
517BA,4058298979
518BA,2993433469
519BA,1567438380
520BA,2730211676
521BA,3069457069
522BA,7458081268
523BA,5883101829
524BA,3841721957
525BA,2375906095
526BA,5056272637
527BA,6844265244
528BA,2686116600
529BA,1672078969
530BA,1761591064
531BA,8983261248
532BA,9815988034
533BA,4001242596
534BA,1947160464
535BA,3010487309
536BA,2242875732
537BA,3325504846
538BA,4109222980
539BA,6207164327
540BA,5923600204
541BA,7250276619
542BA,3696271268
543BA,5229024061
544BA,7100581320
545BA,1853049697
546BA,2100737585
547BA,9244408973
548BA,8927656149
549BA,4075564734
550BA,2485157269
551BA,4130743001
552BA,1973246458
553BA,7391524242
