customer_id,contact_number
595QA,2070468800
609QA,5518723442
612QA,4736149753
635QA,5463573304
648QA,5207116916
667QA,9051237192
711QA,7969516691
802QA,3871612539
966QA,8177842839
048RA,2016760353
082RA,6097138523
144RA,9135525643
216RA,6150926376
225RA,2003885301
233RA,6907666525
264RA,7243030663
272RA,8213562878
312RA,3961768173
379RA,5445895200
424RA,5993481712
470RA,6812665172
655RA,5245917194
766RA,1343333580
812RA,3782145969
047SA,4369580626
114SA,8742914315
125SA,1940291533
153SA,4028064687
158SA,2600218349
163SA,2386977518
224SA,7099351953
228SA,1244337035
250SA,6956364463
255SA,5644099110
293SA,8120997390
305SA,6806825049
307SA,9499325353
317SA,3493377573
456SA,1056715755
514SA,2414387092
570SA,1809285118
574SA,1305918482
590SA,3397792124
610SA,3014036359
626SA,3148613379
856SA,6152280112
912SA,7310013232
989SA,9558900100
000TA,9998169068
036TA,4229265907
057TA,1161863875
062TA,3809733577
063TA,4297963735
087TA,7017662875
097TA,4306167390
115TA,2114489682
119TA,7801151112
120TA,9450467425
121TA,4916598548
130TA,8622610323
141TA,6749544239
152TA,7795948962
154TA,3722645212
156TA,8937313450
206TA,2698121965
209TA,2986471459
213TA,1175525644
215TA,4729238718
245TA,4335163142
301TA,1702666664
307TA,6008631165
310TA,6135349862
312TA,6839470212
359TA,3847470939
401TA,2294327011
421TA,8253429552
430TA,4034327021
461TA,3896624609
483TA,4841639635
529TA,6290406328
586TA,6812802534
589TA,7075892883
600TA,3737497068
604TA,4777438706
612TA,8555700854
623TA,4271022073
635TA,1989801552
638TA,6541844153
666TA,5677930429
670TA,9427941568
685TA,5643156680
698TA,2243839605
699TA,1392036770
710TA,9127827855
742TA,2280245268
748TA,2353886200
753TA,5948094288
810TA,7063014110
820TA,8779068717
928TA,7570933651
933TA,2835507523
942TA,9101597498
944TA,7124254671
950TA,2226812759
967TA,2714396370
998TA,5184838710
001UA,8533226620
004UA,6173755082
012UA,5041348595
022UA,7035189767
035UA,5545232368
117UA,9152243124
130UA,2467216434
136UA,8887763826
150UA,5931197564
181UA,9676849456
182UA,9908042382
185UA,5743229877
188UA,6193616114
206UA,2436237673
211UA,9614754024
226UA,4189849104
280UA,6984498875
287UA,2866615278
290UA,7792046728
303UA,7125731189
308UA,4816797948
375UA,2592328584
409UA,8295306962
447UA,3432111654
449UA,6387346361
454UA,5889699160
479UA,7668930472
504UA,7266258152
505UA,7448824377
520UA,8927031023
523UA,1461908041
528UA,5834712964
535UA,2450780951
549UA,1228597771
551UA,1389085409
557UA,8232946781
567UA,1472594102
572UA,2724452601
575UA,5127503920
576UA,8686650469
577UA,9686382572
579UA,3507990629
581UA,5952696408
626UA,8162832925
632UA,3894863939
664UA,2817010736
731UA,7879897081
777UA,9822069683
783UA,8887047753
794UA,3193330758
802UA,8212788423
816UA,5768281737
936UA,3750408553
966UA,1899055434
002VA,5450218504
066VA,4384569904
105VA,8990714556
147VA,9862387873
194VA,4630442402
747VA,1360988332
806VA,3332338285
827VA,4953297802
912VA,3920803475
913VA,1410931500
497WA,1157486339
634WA,1587651844
664WA,1318969346
678WA,3082539693
736WA,7077571394
745WA,9663422917
777WA,9324339911
796WA,8482470154
804WA,7465781351
854WA,4499672237
861WA,8526094967
872WA,8109584957
883WA,8835377181
884WA,6431448493
886WA,8546038120
889WA,2761076967
890WA,8272978933
916WA,2958696281
931WA,7237698999
936WA,1392410577
949WA,9112041402
955WA,3665565877
987WA,9107977959
997WA,4608884546
019XA,6678322944
032XA,3867179601
057XA,2657695397
114XA,8598240877
228XA,8880769864
251XA,6280320700
278XA,2858798327
346XA,2863588656
360XA,1745316859
418XA,9574536348
455XA,4366129883
468XA,1150983784
477XA,3195926590
896XA,9281649566
997XA,7825187042
999XA,4127786128
000YA,7354678963
001YA,3602832182
003YA,8663896748
005YA,9759694227
009YA,2243967947
015YA,4230374814
016YA,8261274890
017YA,7286470742
019YA,3353575619
020YA,8402808142
022YA,9995882316
023YA,7313754804
024YA,3384352030
025YA,1406281413
026YA,2368014540
027YA,5361836845
028YA,2841897184
030YA,7392701359
032YA,1640304897
033YA,6288580430
035YA,8958086763
036YA,9219488125
039YA,1948566252
040YA,5726041528
045YA,9526419162
047YA,4514304330
048YA,4224414882
049YA,9066497731
050YA,8662233977
051YA,2797251060
052YA,2083730966
053YA,6744883066
054YA,5773329224
057YA,3558233761
058YA,3039091798
061YA,7123556945
062YA,8529208667
063YA,9403550430
066YA,1403152556
072YA,8776733659
073YA,3830091976
074YA,8502765001
075YA,1834900808
076YA,2342961176
078YA,8722685905
079YA,3475479608
080YA,5779747962
084YA,3701522609
085YA,5074655597
086YA,9326045270
087YA,5863224229
088YA,1470283154
098YA,6457914641
100YA,2272918749
101YA,5338286605
102YA,7725087319
105YA,6396156308
106YA,5760990360
109YA,4137918526
117YA,4719436006
120YA,1576828335
121YA,5846791344
400YA,2634203496
402YA,6037260384
583YA,9162559500
613YA,3351722005
792YA,9299732678
813YA,8551934990
856YA,2167251772
924YA,9387229338
928YA,8936711611
985YA,3266049935
016ZA,1327883180
059ZA,7112458596
243ZA,5614881343
294ZA,3453343334
301ZA,6504751774
385ZA,2124242643
408ZA,7680869622
432ZA,1916391253
433ZA,8120015698
508ZA,5497882365
509ZA,1552158333
516ZA,9651382134
521ZA,4493221273
528ZA,7092419967
557ZA,4029966990
567ZA,2633343372
594ZA,1000299197
599ZA,8018992630
630ZA,7489314084
648ZA,6464894451
652ZA,7554981168
686ZA,8526162533
691ZA,3789801057
694ZA,5529213176
714ZA,5657155783
731ZA,8870179686
845ZA,2641362966
848ZA,5329771922
854ZA,8617581703
891ZA,3969322388
908ZA,5408980066
952ZA,4387768633
986ZA,5289300868
023AB,8698406409
029AB,3925346751
041AB,7723567254
097AB,2883181942
107AB,2438255818
244AB,8501007889
245AB,2016126105
252AB,7370997710
253AB,2483824777
273AB,1274671362
336AB,9688599882
354AB,3075717666
359AB,5436452538
388AB,2892023168
398AB,5431784084
424AB,3052970414
427AB,3590936920
466AB,3419178225
482AB,6473997162
483AB,5166968997
486AB,1460492493
488AB,6708908765
489AB,1701568890
496AB,2257821143
515AB,8376689757
521AB,2591245635
571AB,7607564471
606AB,1450278389
611AB,3034532654
656AB,7483378870
680AB,5889876833
689AB,1099057652
711AB,5061712985
766AB,4004660129
770AB,6997523559
839AB,6679878417
864AB,5962682630
877AB,1004938270
896AB,3383561804
927AB,5591987529
938AB,6631727508
943AB,5468572442
946AB,1834073036
947AB,5205998107
048BB,1490443670
083BB,7928471703
186BB,8784532580
210BB,3982670622
220BB,2281772473
236BB,6088796891
269BB,5005518798
336BB,4729216490
342BB,1072047270
370BB,6742016548
398BB,4795710112
402BB,6705328392
465BB,4581857283
508BB,4708816772
590BB,6253153833
591BB,1815510070
638BB,3311650670
681BB,8485869344
687BB,1590525461
692BB,4965585459
697BB,5288691724
698BB,4766523857
700BB,3448653438
701BB,4379918877
704BB,9456249923
706BB,6107160128
707BB,3007658011
710BB,9752592936
712BB,3950727952
724BB,8279735967
725BB,2617019774
726BB,1749389901
728BB,3944840745
731BB,2939463478
732BB,1606698634
736BB,9045758376
737BB,5014223622
739BB,3464904329
740BB,9526975425
748BB,1272530061
750BB,1816383984
751BB,7113552454
752BB,9960446716
753BB,2993886552
754BB,3162089613
755BB,3825045129
756BB,2097699150
758BB,2199853110
759BB,3404472051
762BB,3778317371
763BB,5741448645
764BB,8026955449
767BB,6739906801
768BB,9628470330
776BB,5313639852
778BB,7608748314
783BB,7556329040
787BB,9519613571
788BB,3558307620
790BB,6637428869
799BB,7916917286
801BB,2754273100
803BB,2821195112
806BB,5497981051
807BB,8392279757
819BB,9033662358
820BB,8662054247
824BB,6387081262
825BB,8233140502
831BB,2101903563
832BB,8339548939
836BB,8327408072
838BB,8140765488
846BB,3377824708
848BB,5515726402
849BB,8785943253
850BB,9850722283
852BB,9790602955
855BB,1242944917
856BB,8591429124
860BB,6362290431
862BB,8730169047
866BB,9648631592
870BB,4668006111
871BB,7386805092
872BB,9019452729
873BB,1653969356
884BB,7012491164
890BB,3265956708
891BB,8041748199
892BB,8870070145
893BB,3443214293
896BB,1166494521
897BB,6245176466
898BB,2536742981
899BB,4449246461
900BB,2628130751
901BB,8500154721
902BB,7016898083
908BB,4694411015
911BB,3700748549
923BB,9407584378
925BB,5264501641
926BB,6810001175
927BB,7405892203
928BB,4452155345
931BB,5689445825
934BB,5553199204
935BB,9068168261
937BB,8421702172
938BB,1609767991
939BB,8055550822
941BB,1029286389
943BB,9041458083
945BB,4420134107
951BB,8777375317
954BB,4162772815
955BB,8648086420
958BB,3158248789
959BB,6965946558
962BB,3167432747
968BB,8669400121
969BB,4822969353
972BB,8498430663
973BB,7957064892
978BB,7879968246
982BB,6976834073
988BB,6031780204
990BB,8654486210
992BB,6412224356
995BB,3574279706
000CB,6239960628
002CB,9549416271
006CB,8899070563
007CB,9211155982
011CB,3486037269
017CB,9144965535
022CB,2510520948
029CB,6619048507
038CB,8361235301
057CB,1319548866
067CB,2045123722
071CB,5319998666
078CB,6163689834
151CB,2864380728
152CB,1661667687
155CB,2330243685
167CB,1452791128
181CB,1124117059
182CB,6144655284
189CB,1099609995
190CB,9088326679
192CB,8664372457
205CB,4184645774
206CB,3387982214
207CB,8548626470
208CB,6478167288
209CB,7111898087
217CB,6349992515
219CB,7843525157
223CB,8868012668
225CB,1805791114
236CB,7479782325
238CB,8637466167
242CB,7447451714
250CB,4426423708
252CB,8083438773
262CB,7306670754
274CB,4966582924
276CB,8037052602
277CB,7086056773
280CB,3388944317
294CB,9479784142
296CB,7907916325
298CB,1409413751
302CB,6584933896
303CB,8581841524
312CB,6568156947
313CB,1863311977
321CB,5214330601
346CB,8547522410
352CB,3620245648
353CB,3065110217
354CB,2470235477
357CB,1168845423
366CB,7102164336
369CB,5813486379
372CB,7629703470
378CB,5935570454
381CB,5375254898
389CB,3914421587
390CB,5829852995
392CB,4159518483
398CB,6085037531
399CB,2756584598
402CB,5116957198
405CB,1988728202
407CB,1881207507
408CB,1324510137
413CB,8462810502
417CB,1765492334
418CB,3742083800
428CB,1187924922
434CB,7691580625
437CB,6019784504
440CB,2350106662
447CB,7938461819
449CB,9762279628
450CB,1137960719
451CB,7330946797
453CB,5486008208
455CB,4643172763
467CB,9877597561
468CB,9237028148
469CB,3269537954
478CB,3484496596
480CB,1164310815
482CB,4338909471
485CB,4753965147
486CB,7126679696
491CB,9265741219
492CB,9472643787
498CB,8871413926
499CB,6978067548
504CB,1573361488
505CB,5840518299
506CB,3670865057
507CB,3373831315
508CB,9400611913
524CB,5763107844
531CB,6750810440
537CB,9603799581
540CB,8194687905
543CB,7817051336
547CB,4350888712
548CB,2713522616
550CB,1107196806
553CB,9729824337
556CB,1934015586
557CB,4307791008
564CB,2305915091
566CB,6531830399
569CB,1896419193
572CB,1783805920
574CB,7444069232
578CB,6503586576
581CB,8530518422
586CB,9777623026
589CB,2924287853
591CB,8722607298
592CB,9805152609
593CB,2209321741
596CB,8432250005
599CB,3010488167
600CB,7338363101
601CB,4913749384
602CB,1816498160
603CB,4579656336
604CB,6347340491
606CB,7221614859
609CB,1075990303
611CB,6367063017
613CB,4948614680
615CB,4840284799
617CB,3457289640
618CB,7437485732
625CB,6298668515
626CB,3711498404
629CB,8517241546
635CB,7243639368
641CB,8368243870
647CB,5490783928
649CB,1510299133
656CB,8452288842
661CB,9253615852
664CB,4136586698
675CB,9636233451
676CB,2697780166
690CB,9337974965
691CB,1589478336
694CB,7409527848
699CB,3324533922
700CB,7698633357
714CB,1189747623
722CB,1248479931
724CB,4735929363
725CB,6341112906
726CB,1670747096
727CB,3878881419
740CB,5628269308
743CB,2840552303
751CB,6295104512
752CB,9902907546
757CB,8626751116
760CB,1247278117
777CB,1258846973
803CB,7024122857
815CB,3185055481
823CB,9033572013
830CB,5005870430
838CB,9605658707
839CB,3443817230
840CB,5798981519
842CB,9210424170
849CB,8645602768
852CB,4039842798
858CB,7170030265
865CB,3614175440
889CB,9575482521
903CB,7426708195
904CB,1197480835
913CB,6837500573
924CB,5220088027
929CB,7977269600
939CB,1324978644
951CB,5728340162
956CB,5210109119
968CB,9918566864
990CB,1544713496
999CB,5140865133
003DB,5437081509
005DB,5346278833
029DB,7622863591
041DB,5084092323
043DB,5843428102
053DB,8330955431
056DB,2231067721
070DB,3074833822
079DB,8711012654
084DB,2812123573
111DB,6423035480
112DB,7400908112
113DB,8558393425
116DB,8697308205
123DB,8223684295
137DB,5787751077
139DB,3621552246
153DB,7037910997
155DB,6307375559
166DB,9240790922
173DB,5695399094
186DB,5601390769
189DB,8624262602
195DB,1816428521
202DB,1411171391
203DB,2851120518
208DB,3251462121
209DB,7411068390
218DB,5527078840
227DB,6198535193
228DB,7371517154
229DB,4909968783
237DB,7365714184
238DB,5825509822
245DB,3901108106
249DB,9942543246
262DB,3343957016
265DB,9363541974
272DB,7789937019
276DB,4406015613
281DB,7760636196
290DB,9086832018
299DB,2332795152
305DB,9246917418
306DB,6731146772
335DB,7661904467
339DB,8972276785
345DB,2925733575
348DB,1412044353
378DB,4926225209
384DB,6105778126
393DB,6685592996
420DB,9666538260
447DB,9444185204
453DB,8672967612
464DB,6587236550
469DB,3466091502
534DB,5951836140
543DB,9132650700
573DB,2980526713
581DB,1545877833
588DB,2406821887
598DB,3621118627
605DB,6999668096
610DB,7361144273
668DB,9479190498
691DB,2339827650
703DB,9597336218
711DB,8759538162
719DB,9593993857
732DB,5601272104
744DB,2066862244
747DB,8236294835
795DB,2235451885
810DB,9936977708
840DB,9753008608
870DB,9443361119
884DB,8345688106
893DB,8330945729
913DB,4351003830
972DB,1175437454
973DB,6396508462
980DB,3142226162
981DB,3233218561
982DB,2690959154
983DB,6433664927
989DB,8280751260
992DB,7686927890
996DB,8006694197
997DB,3256779155
000EB,8924289127
007EB,5499437310
009EB,1088147385
017EB,6105366115
023EB,5979381579
030EB,2209818133
040EB,9718431203
041EB,5622116202
043EB,8657346303
050EB,8168148059
053EB,6596042779
056EB,2771471047
058EB,3055117938
059EB,9356462659
065EB,3204822178
071EB,4904550960
077EB,3488238916
082EB,4897746978
083EB,9011064474
085EB,6227489321
086EB,2262856793
090EB,4074392576
091EB,7100041644
092EB,5190534900
093EB,1850960361
094EB,4181341652
095EB,3500315651
097EB,7521045266
099EB,9010340632
101EB,6565053656
102EB,2026100723
104EB,7387030860
106EB,3926029196
121EB,4548622630
130EB,9087560742
132EB,9131445546
135EB,3224274641
137EB,5303156326
140EB,7212684062
141EB,4494606746
144EB,4234212402
146EB,7771246996
148EB,9945335518
150EB,6527184273
152EB,3815357147
153EB,2180200281
154EB,1126973155
155EB,9126964490
156EB,4964915243
158EB,5594215549
159EB,6287250799
160EB,9042476679
161EB,2208619647
166EB,9515532964
167EB,3699521753
169EB,8202292225
170EB,1002214970
178EB,5537790648
179EB,4546622592
180EB,4610855220
184EB,7973185457
185EB,5137228547
186EB,8026903572
187EB,8564554357
190EB,2399727197
191EB,7278167171
192EB,9287562656
193EB,5139644672
194EB,3850245450
198EB,1670684575
203EB,8815904517
205EB,6981971658
208EB,7032670550
212EB,8577179853
213EB,5636970923
216EB,3941772682
217EB,8960038448
218EB,3850642886
219EB,7117038773
221EB,6114966585
222EB,1621122109
229EB,7810270527
230EB,8204547956
236EB,2701647655
241EB,8396799234
244EB,7600846819
246EB,6232717156
247EB,6667215813
248EB,9342263093
250EB,8709534927
252EB,1152267206
255EB,7389619716
259EB,3764653773
260EB,2748211029
261EB,2389320506
262EB,2526205738
264EB,8369929893
265EB,4583737817
268EB,7050205554
270EB,8760142301
276EB,7161752800
277EB,4351555532
279EB,8186290185
281EB,8682713404
283EB,4560534958
285EB,1111085603
287EB,4185248297
292EB,1565108009
293EB,7658701754
297EB,5968330357
304EB,4927348958
307EB,6555034817
309EB,5126468826
314EB,7867720497
315EB,6417088044
318EB,3445470356
319EB,5746745213
325EB,2517331499
327EB,9485617779
330EB,6371223403
331EB,7232181767
332EB,5102335419
336EB,5972563709
338EB,8608064959
346EB,2706952410
347EB,4506412097
353EB,5159279570
354EB,5390977614
358EB,9951409944
359EB,6617147330
360EB,8487051544
361EB,8542938344
362EB,5498541778
365EB,3514654655
371EB,7378640098
372EB,5489600879
373EB,6134289982
374EB,6505809049
384EB,2439925890
385EB,6108515411
391EB,6740596137
393EB,8567786063
394EB,5725049306
395EB,3126317789
400EB,5767477286
401EB,3312889245
403EB,8715732275
405EB,2114488336
407EB,4143401940
411EB,5754759654
412EB,6913572360
416EB,4358717106
419EB,1035513631
421EB,3633274450
422EB,5457955762
432EB,1478606917
437EB,3338782781
439EB,8573689692
441EB,7361233369
442EB,6739403171
448EB,8977593624
451EB,9886438935
453EB,8475924780
461EB,7788402470
463EB,4966640814
464EB,1976425978
467EB,7032604442
468EB,2456427780
473EB,6304302587
478EB,2440668528
483EB,1990016303
486EB,7415221403
493EB,3290895445
494EB,9932215949
496EB,5338065925
498EB,7317301852
501EB,1325966639
503EB,2331638859
513EB,8088678680
518EB,4313101203
523EB,4963485344
529EB,3965408228
530EB,4216658086
532EB,9307637087
535EB,2976927656
544EB,2239968913
545EB,5350800541
548EB,3299872299
551EB,4663383879
553EB,9613741621
554EB,2649145174
556EB,1021222876
557EB,5590240156
559EB,6990140332
564EB,7985453690
567EB,5320145325
574EB,3340738220
575EB,5973472670
580EB,1578575329
582EB,4221951745
585EB,2622067843
586EB,4633114741
587EB,9023159530
593EB,5731415085
599EB,9587145542
601EB,6831229369
602EB,2023978252
603EB,2541562972
609EB,9206067707
610EB,5216580873
611EB,8608441656
613EB,9857820016
617EB,8123062858
631EB,7894263914
633EB,4284447850
637EB,6250979144
648EB,6340515682
651EB,9103835958
682EB,8081522613
683EB,6149632212
688EB,3826823659
728EB,2221520105
739EB,8116178433
741EB,2751219264
743EB,9400804306
744EB,4988972504
759EB,2012011747
760EB,7497388268
780EB,4586054843
783EB,9945280426
816EB,6142525624
830EB,8690359364
862EB,4397125037
877EB,7897608853
880EB,6023217663
885EB,2720267294
898EB,7256668711
900EB,9200135368
936EB,5181114493
983EB,9620128979
984EB,6400535891
017FB,3364077361
019FB,1115931997
030FB,5393624193
042FB,3269786240
079FB,3563561917
088FB,2454317016
094FB,8210779980
102FB,8209373106
107FB,6776377738
124FB,4926366082
138FB,6298559535
158FB,1755061561
169FB,2775114534
202FB,1330310700
215FB,1177116298
246FB,2226343537
251FB,9884410198
254FB,4879648595
258FB,7186944838
273FB,9612064606
279FB,3599327640
283FB,8258082871
287FB,7290173071
303FB,9119980999
349FB,5294723375
364FB,1173442815
402FB,1240261188
457FB,8416345024
477FB,1009398284
481FB,9422760160
484FB,7839747464
486FB,5048405286
503FB,8908412463
524FB,1392720827
605FB,3375149210
616FB,7378204372
692FB,6934211939
724FB,7858266912
744FB,4989170468
828FB,1836069194
854FB,7675352802
870FB,7817889812
883FB,6055097016
932FB,4976832447
989FB,9778186337
020GB,5437937828
106GB,9661718566
108GB,3531932139
134GB,4930890579
138GB,7874830438
208GB,8942215366
229GB,6035986295
240GB,3732908481
312GB,3577470359
328GB,6065146403
633GB,8633034298
690GB,6488623388
720GB,6777428065
862GB,6421710629
881GB,6122603808
891GB,2687327980
143HB,2296972586
172HB,9086984722
191HB,4234256568
200HB,1042708623
221HB,6939452016
243HB,1796183492
244HB,9683072252
301HB,8917232104
302HB,6481916400
307HB,3851446053
311HB,8766286806
357HB,7577986195
363HB,4281257615
382HB,2677100667
396HB,2521702729
507HB,8715641122
543HB,8568153581
564HB,2429822751
660HB,3179534454
676HB,2905111438
684HB,2612483964
685HB,8465181472
688HB,7688771686
695HB,6791120066
700HB,7862768893
711HB,4590450287
744HB,2547120897
752HB,7122863802
760HB,3454455485
761HB,3362802554
765HB,2405326530
768HB,5077206420
771HB,5861970054
772HB,4256184818
775HB,6745233860
780HB,2453635986
791HB,6510612199
797HB,6673138684
798HB,1274477742
800HB,7726548667
808HB,2408916844
814HB,5114909297
815HB,5899795367
816HB,6413211287
831HB,9740700170
863HB,5059701495
865HB,4498964610
870HB,1186664792
878HB,4424854360
884HB,4177317904
886HB,1981479658
890HB,7639806239
901HB,9013987518
905HB,3198574877
908HB,4686423523
916HB,6273950569
919HB,2037964352
926HB,7859073174
931HB,1163906846
940HB,2815946222
945HB,8955050015
967HB,3363216575
971HB,6445832168
979HB,3528166239
981HB,7561963537
984HB,8584379160
986HB,2843052415
988HB,8639430730
989HB,4929006126
993HB,7846974121
995HB,9235037557
001IB,8430882899
002IB,5631664108
003IB,3086837988
017IB,9734606198
038IB,7365582976
043IB,5075285391
050IB,2911570648
067IB,6868216508
070IB,4273798748
088IB,1903128184
090IB,4089358067
093IB,3226891172
100IB,4563625504
111IB,5986808153
118IB,7592965666
127IB,3365732951
141IB,3318457544
144IB,3552289587
146IB,9030961791
152IB,7469013045
161IB,3916469627
168IB,4118065096
195IB,3608065558
196IB,4847859107
204IB,4848031656
212IB,7430411780
214IB,7612583227
217IB,5488233850
226IB,9013132313
228IB,4353451623
230IB,4307413837
233IB,8326690863
235IB,9514633604
275IB,8875453983
279IB,8570400339
288IB,5565143729
296IB,3172311236
324IB,6741933564
325IB,2272387718
326IB,6309047132
329IB,7575679867
330IB,1676533244
342IB,6749303461
